"Species","Family","Order","BkL","BNL","BkD","BkW","TsL","WnL","SWL","KpD","TlL","HWI","Mass","Habitat","Hab.Dns","Migrt","TrphL","Trph.Nch","Life.stl","MinLat","MaxLat","CntLat","CntLon","RngSz"
"Campylopterus excellens","Trochilidae","Apodiformes",30.1,23.3,3.5,3.7,6.8,68,29.9,38.1,65,56,6,"Forest",1,1,"Herbivore","Nectarivore","Ar",16.75,18.61,17.56,-94.69,30187.19
"Rhodostethia rosea","Laridae","Charadriiformes",25.8,10.3,5.9,3.6,29.8,251.2,100.5,152.2,107.4,60.1,187,"Coastal",3,2,"Carnivore","Aquatic predator","Ar",58.33,83.52,73.42,52.59,1043162.18
"Parotia lawesii","Paradisaeidae","Passeriformes",31.2,16.2,8.5,7,49.2,152.5,140.3,12.3,75.7,8.1,161.4,"Forest",1,1,"Omnivore","Frugivore","In",NA,NA,NA,NA,NA
"Oriolus isabellae","Oriolidae","Passeriformes",28.3,17.6,8.3,8.4,23.7,112.8,92.8,20.7,82.1,18.3,46.1,"Forest",1,1,"Omnivore","Frugivore","In",16.47,18.38,17.5,122.01,1081.94
"Cossypha heinrichi","Muscicapidae","Passeriformes",22.5,13.4,5.7,5.1,34,114,96.7,17.3,141,15.2,60.3,"Forest",1,1,"Carnivore","Invertivore","Gn",-8.95,-3.9,-4.39,15.99,6203.48
"Ptiloprora erythropleura","Meliphagidae","Passeriformes",20.4,11.3,3.8,2.9,22.3,77.6,59.8,16,67.4,21.1,21.1,"Forest",1,1,"Omnivore","Invertivore","In",-5.12,-0.44,-3.63,137.41,60498.52
"Botaurus poiciloptilus","Ardeidae","Pelecaniformes",72.4,50.3,16.5,10.8,96.7,320.4,221.4,96.1,109.4,30.3,1083.7,"Wetland",1,2,"Carnivore","Omnivore","Tr",-46.68,-20.09,-34.28,146.99,1425382.93
"Sclateria naevia","Thamnophilidae","Passeriformes",24.5,14.9,4.4,4.2,25.2,68.6,61.3,8.7,51.5,12.8,24.6,"Forest",1,1,"Carnivore","Invertivore","In",-15.98,10.84,-2.47,-62.01,5202849.77
"Chrysococcyx russatus","Cuculidae","Cuculiformes",19.4,12.3,4.8,5.2,14.8,94.2,58,36.2,58.2,38.5,18.6,"Forest",1,1,"Carnivore","Invertivore","In",NA,NA,NA,NA,NA
"Cisticola eximius","Cisticolidae","Passeriformes",10.7,6.4,2.5,1.9,16.9,48.8,41.9,6.4,34.4,13.3,12,"Grassland",3,1,"Carnivore","Invertivore","Tr",-1.67,13.19,8.88,5.51,652428.41
"Myrmoborus lugubris","Thamnophilidae","Passeriformes",19.4,11.6,5.2,5,26.5,66.7,59.2,8.3,39.9,12.6,21.4,"Forest",1,1,"Carnivore","Invertivore","In",-6.91,1.48,-3,-63.93,290798.01
"Bangsia arcaei","Thraupidae","Passeriformes",21.7,11.5,7.9,6.5,21.2,86.8,63.3,22.9,47.5,26.6,37.2,"Forest",1,1,"Omnivore","Invertivore","In",7.97,10.85,9.39,-82.46,9434.5
"Synallaxis propinqua","Furnariidae","Passeriformes",17.3,11.6,3.6,3.2,21.8,58.8,52.7,6.4,69.8,10.8,19.9,"Shrubland",1,1,"Carnivore","Invertivore","In",-11.81,0.18,-4.85,-68.3,531677.41
"Sturnus albofrontatus","Sturnidae","Passeriformes",24.9,14.2,6.2,6,26.5,106.1,79.4,26.7,79.4,25.1,39.6,"Forest",1,1,"Herbivore","Frugivore","In",6.3,7.59,6.96,80.57,9929.88
"Zoothera wardii","Turdidae","Passeriformes",24.7,15.5,5.6,5,27.2,113.6,74.2,37.5,77,33.7,58.6,"Forest",2,3,"Omnivore","Invertivore","Gn",26.86,32.18,29.14,81.9,96522.48
"Apalis flavida","Cisticolidae","Passeriformes",13.6,7.6,2.7,2.8,18.9,50,45.1,4.5,49.4,9.1,8.2,"Woodland",2,1,"Carnivore","Invertivore","In",-34.21,13.83,-5.63,26.96,5757236.69
"Mesopicos elliotii","Picidae","Piciformes",21.8,17.1,5.9,5.7,17.6,91.7,76.6,15.1,63.3,16.5,37.2,"Forest",1,1,"Carnivore","Invertivore","In",-12.84,7.74,-1.09,19.51,852394
"Treron calvus","Columbidae","Columbiformes",23,11.6,7.2,6.3,23.1,162.2,100.4,61.7,90.8,38.1,197.5,"Forest",2,2,"Herbivore","Frugivore","In",-31.73,16.04,-3.66,20.2,11262541.52
"Geothlypis rostrata","Parulidae","Passeriformes",17.3,11.1,4.5,3.7,22.6,62.5,52.8,8.6,60.6,14,16.1,"Shrubland",2,1,"Omnivore","Omnivore","In",23.68,26.92,25.07,-77.7,8764.16
"Iole olivacea","Pycnonotidae","Passeriformes",20.6,13.2,5.4,5.3,18.5,87.3,72,15.6,72,17.9,24,"Forest",1,1,"Omnivore","Omnivore","In",-6.17,13.52,1.15,108.13,1131173.67
"Aimophila ruficeps","Emberizidae","Passeriformes",14.9,8.2,5,4.1,19.8,59.9,52.2,7.7,62,12.8,18.7,"Shrubland",2,1,"Herbivore","Granivore","Gn",16.02,40.58,29.22,-105.07,1184786.97
"Sporophila bouvronides","Emberizidae","Passeriformes",9.7,5.8,5.9,4.3,13.9,55.4,43.5,11.9,43.9,21.2,9.1,"Shrubland",2,3,"Herbivore","Granivore","In",3.69,11.36,7.77,-63.87,638461.9
"Motacilla flaviventris","Motacillidae","Passeriformes",16.5,9.7,3.7,3.4,22.5,81.2,59.7,21.6,86.5,26.5,22.5,"Riverine",3,1,"Carnivore","Invertivore","Tr",-25.61,-11.95,-19.38,46.7,591120.51
"Rallus caerulescens","Rallidae","Gruiformes",50.2,32.9,7.5,4,40.3,119,94.4,21.9,42,18.9,162.1,"Wetland",2,1,"Carnivore","Aquatic predator","Tr",-34.84,13.61,-13.68,29.18,5673805.66
"Leucosticte arctoa","Fringillidae","Passeriformes",13.8,9.2,8,6.6,18.7,105.8,69.1,35.1,71.6,33.7,30.7,"Grassland",3,2,"Herbivore","Omnivore","In",44.9,71.09,56.5,125.4,2949415.16
"Cyanolyca argentigula","Corvidae","Passeriformes",28.2,17,9.3,8.1,34.3,118.3,109.3,9.1,120.5,7.7,200,"Forest",1,1,"Carnivore","Omnivore","In",8.76,10.07,9.37,-83.27,3924.6
"Muscicapa ruficauda","Muscicapidae","Passeriformes",13.4,7.5,3.4,4,14.3,75.1,57.5,17.6,55.2,23.4,13.3,"Forest",2,3,"Carnivore","Invertivore","In",26.78,40.63,34.64,74.4,522545.61
"Vini kuhlii","Psittacidae","Psittaciformes",16.8,11.8,10.2,6.9,17.6,118.2,62.9,55.3,63.2,46.8,40,"Forest",2,1,"Herbivore","Herbivore terrestrial","In",-22.66,-19.97,-20.59,-156.92,37.9
"Phlegopsis erythroptera","Thamnophilidae","Passeriformes",21.2,12.1,5.9,4.9,33.3,92.6,84.1,10.3,65,11.1,54.6,"Forest",1,2,"Carnivore","Invertivore","In",-11.9,3.48,-3.71,-68.94,2093169.39
"Phylloscopus laurae","Sylviidae","Passeriformes",11.3,6,3,2.8,18.7,57.8,48.5,9.2,43.8,16,8.5,"Forest",2,1,"Carnivore","Invertivore","In",-13.89,-8.05,-10.74,27.83,364414.58
"Cettia canturians","Sylviidae","Passeriformes",16.7,8.8,3.9,3.2,26.6,71.6,57.6,12.9,70.8,18.2,22.3,"Shrubland",1,2,"Carnivore","Invertivore","Gn",29.14,45.88,35.99,118.88,1372661.27
"Chlorophonia occipitalis","Thraupidae","Passeriformes",12.6,6.1,5.6,4.7,17.8,76.7,55.8,20.1,43.9,26.5,25.8,"Forest",2,1,"Herbivore","Frugivore","In",12.63,19.88,15.54,-90.25,160768.75
"Schiffornis major","Cotingidae","Passeriformes",15.9,9.4,5.4,4.8,18.8,78.3,69,9.3,55.3,11.7,31,"Forest",1,1,"Omnivore","Frugivore","In",-17.43,5.17,-4.75,-67.21,3141459.06
"Xenopipo unicolor","Pipridae","Passeriformes",13.6,6.7,3.6,3.7,14.9,72.2,58.2,13.8,46.3,19.1,15.5,"Forest",1,1,"Herbivore","Frugivore","In",-14.06,-0.22,-7.41,-76.08,57212.37
"Anthus gutturalis","Motacillidae","Passeriformes",17.7,10,4.1,3.8,28.9,96.3,77.1,19.8,78.6,20.4,36.3,"Grassland",3,1,"Omnivore","Invertivore","Tr",-9.83,-3.42,-5.14,141.34,34559.91
"Tinamus solitarius","Tinamidae","Tinamiformes",37.9,11.4,6,5.8,73.1,261.5,223.7,35.1,156.2,13.7,1386.4,"Forest",1,1,"Herbivore","Omnivore","Tr",-29.81,-7.93,-22.1,-47.4,1069608.94
"Bradypterus tacsanowskius","Sylviidae","Passeriformes",13.2,7.3,2.9,2.3,19.1,56.1,46.1,10,58.5,17.8,14,"Shrubland",2,3,"Carnivore","Invertivore","Gn",22.19,54.31,40.23,110.99,2385550
"Monticola erythronotus","Muscicapidae","Passeriformes",18.7,10,4.8,4.2,25.8,78.4,66.9,11.4,62.8,14.5,28.3,"Forest",1,1,"Omnivore","Omnivore","In",-12.71,-12.44,-12.57,49.17,377.22
"Metallura odomae","Trochilidae","Apodiformes",20.1,14.3,1.8,1.6,5.8,58,22.7,35.3,43.2,60.9,5.1,"Forest",1,1,"Herbivore","Nectarivore","Ar",-5.89,-3.89,-4.97,-79.32,8418.36
"Icterus pustulatus","Icteridae","Passeriformes",22.9,14.9,7.5,5.2,23.7,95.4,77.7,17.7,87.1,18.5,36.8,"Woodland",2,1,"Omnivore","Invertivore","In",9.9,30.6,19.77,-100.02,553521.84
"Dendrocincla merula","Dendrocolaptidae","Passeriformes",24.4,17.8,5.9,5.8,24.7,100,80,20.5,80,20.3,50,"Forest",1,1,"Carnivore","Invertivore","In",-16.98,7.33,-2.96,-62.46,5359264.18
"Prunella ocularis","Prunellidae","Passeriformes",12.9,7.4,3.7,3.4,20.1,73.4,58.6,15.1,66.2,20.5,22.5,"Rock",3,2,"Omnivore","Omnivore","Tr",34.56,41.68,37.93,47.26,208140.17
"Crocias albonotatus","Timaliidae","Passeriformes",19,10.6,6.3,4.9,25,86,73.1,12.9,107.8,14.9,45,"Forest",1,1,"Carnivore","Invertivore","In",-7.49,-6.61,-7.07,107.19,2839.06
"Pseudocolopteryx flaviventris","Tyrannidae","Passeriformes",14.7,7.7,2.9,3.3,18.6,48.7,41,8.4,50.3,17,7.5,"Wetland",3,2,"Carnivore","Invertivore","In",-42.78,-24.04,-33.8,-61.97,1450071.49
"Criniger chloronotus","Pycnonotidae","Passeriformes",21.9,12.6,6.5,5.1,23.7,99.8,86.1,13.9,89,13.9,45,"Forest",1,1,"Carnivore","Invertivore","In",-6.13,6.5,1.06,18.8,1204957.83
"Asthenes humicola","Furnariidae","Passeriformes",15,9.2,3.7,3,22.1,61.4,54.2,6.9,74,11.3,20.8,"Shrubland",3,1,"Carnivore","Invertivore","Gn",-38.41,-24.19,-31.65,-71.36,118680.46
"Malacoptila mystacalis","Bucconidae","Piciformes",32.4,23.4,10,9.6,17.2,90.7,70.6,18.2,73.4,20.5,49,"Forest",1,1,"Carnivore","Invertivore","In",1.26,11.24,6.72,-74.14,94080.96
"Pelecanus crispus","Pelecanidae","Pelecaniformes",414,377,48.5,50.6,115.2,687,390.2,297.5,197.9,43.3,9512.1,"Wetland",3,2,"Carnivore","Aquatic predator","Aq",30,57.39,49,72.79,3326029.46
"Tetraogallus tibetanus","Phasianidae","Galliformes",33.3,22.6,15.5,14.7,55.9,262.8,149.4,113.4,146.2,43.2,1488.9,"Grassland",3,1,"Herbivore","Herbivore terrestrial","Tr",27.6,39.53,33.54,89.36,1066992.69
"Passer euchlorus","Passeridae","Passeriformes",10.5,7.1,6.1,5.2,15.7,59.1,48.6,10.8,48.8,18,14,"Shrubland",3,1,"Herbivore","Granivore","Tr",9.96,21.78,15.96,42.8,163824.35
"Terathopius ecaudatus","Accipitridae","Accipitriformes",52.5,35.9,25.3,16.3,65.1,500.4,266,233.2,109,46.8,2200,"Woodland",2,1,"Carnivore","Omnivore","Gn",-28.74,18.59,-1.02,23.14,14023477.79
"Columba unicincta","Columbidae","Columbiformes",24.7,12.1,5.4,4.4,26.6,211.2,130.8,81.5,122.8,38.4,389.1,"Forest",2,1,"Herbivore","Frugivore","In",-11.4,8.67,0.92,16.29,2699737.73
"Philemon eichhorni","Meliphagidae","Passeriformes",44.4,27.5,8,6,34.5,137.8,115.5,22.3,127.4,16.2,101,"Forest",1,1,"Herbivore","Omnivore","In",-4.62,-3.1,-4.09,152.69,1714.74
"Myiopagis cotta","Tyrannidae","Passeriformes",11.7,6.2,3,3.1,16.7,66.2,54,12.2,63.2,18.5,11.6,"Forest",2,1,"Carnivore","Invertivore","In",17.7,18.53,18.16,-77.31,11021.79
"Threskiornis melanocephalus","Threskiornithidae","Pelecaniformes",158.1,150.6,24.6,16.6,103.6,349.9,241.7,128.6,148.2,34.6,1303,"Wetland",3,1,"Carnivore","Aquatic predator","Tr",-8.4,50.02,24.71,86.63,1234030.67
"Glaucidium gnoma","Strigidae","Strigiformes",13.4,8.9,9.5,6.2,17.5,87.9,68.4,19.5,61.9,22.1,61.3,"Forest",2,1,"Carnivore","Invertivore","In",13.97,35.09,22.99,-103.01,698479.97
"Leptopogon rufipectus","Tyrannidae","Passeriformes",14.3,7.8,3.8,3.8,15.5,67,55.2,11.3,61.1,17,13.4,"Forest",1,1,"Carnivore","Invertivore","In",-5.99,8.1,4.33,-74.49,100544.65
"Garrulax chrysopterus","Timaliidae","Passeriformes",23.8,12.5,5.7,4.6,37.7,102.1,97,4.7,114.2,4.6,71.7,"Woodland",1,1,"Omnivore","Invertivore","Gn",18.2,29.21,25.09,96.25,156166.46
"Harpactes whiteheadi","Trogonidae","Trogoniformes",20.6,12.8,10.1,10.9,14.5,137,83.2,53.6,166.7,39.2,73,"Forest",1,1,"Carnivore","Invertivore","In",2.52,6.28,3.96,115.62,18608.27
"Ara macao","Psittacidae","Psittaciformes",67.2,64.1,63.5,31.8,31.6,393.7,263.7,127.5,554.5,32.7,1015,"Forest",2,1,"Herbivore","Omnivore","In",-18.13,17.43,-2.86,-63.9,6755480.57
"Myrmeciza squamosa","Thamnophilidae","Passeriformes",16.3,8.8,3.7,3.7,27.2,60,55,5.5,64.3,9,18.5,"Forest",1,1,"Carnivore","Invertivore","Gn",-30.58,-21.98,-25.18,-48.19,241730.2
"Chrysococcyx xanthorhynchus","Cuculidae","Cuculiformes",19.3,13,5.1,5.5,14.9,100.4,59,41,68.6,41,22.4,"Forest",1,1,"Carnivore","Invertivore","In",-8.78,28.09,8.64,106.16,2956376.12
"Campylorhynchus yucatanicus","Troglodytidae","Passeriformes",27.2,18.2,5.6,4.4,24.6,76.5,66.6,9.9,80.5,12.9,35.5,"Shrubland",2,1,"Carnivore","Invertivore","Gn",20.55,21.61,21.22,-89.05,9706.72
"Bonasa umbellus","Phasianidae","Galliformes",25.4,13.3,9.7,10,42.2,183.2,112.2,69.8,152,38.3,530.9,"Shrubland",1,1,"Herbivore","Herbivore terrestrial","Gn",33.94,67.56,52.89,-105.75,8071254.33
"Myioparus griseigularis","Muscicapidae","Passeriformes",13,8.4,3.6,3.6,16.1,58.7,52.8,7.4,51.5,12.2,12.6,"Forest",1,1,"Carnivore","Invertivore","In",-8.79,8.69,0.16,16.81,2481287.77
"Dendragapus obscurus","Phasianidae","Galliformes",26.4,15.2,10.2,10.6,38.4,226.5,137.2,89.3,146.2,39.4,1047.3,"Forest",1,1,"Herbivore","Herbivore terrestrial","Gn",35.33,63.65,52.97,-121.81,1526017.86
"Megaceryle lugubris","Alcedinidae","Coraciiformes",76.6,55.5,18.2,11.9,16.4,182.4,127.2,54.2,103,29.9,271,"Riverine",2,1,"Carnivore","Aquatic predator","In",13.81,45.55,29.15,109.71,5024200.4
"Phylloscartes eximius","Tyrannidae","Passeriformes",10.9,6.2,2.8,3.4,14.9,53,43.8,9.2,48.5,17.4,7.5,"Forest",1,1,"Carnivore","Invertivore","In",-29.5,-18.13,-23.23,-49.08,1008457.47
"Eupherusa poliocerca","Trochilidae","Apodiformes",21.5,15.9,2.1,2.3,5.3,60.6,21.1,38.6,38.2,64.7,4.8,"Forest",1,1,"Herbivore","Nectarivore","Ar",17.05,17.81,17.39,-99.81,3963.35
"Caprimulgus clarus","Caprimulgidae","Caprimulgiformes",17.3,5.4,2.8,4.1,19.2,147.8,78.7,69.1,115.2,46.8,42.5,"Shrubland",2,1,"Carnivore","Invertivore","Ar",-7.06,12.16,3.35,39.28,1225629.63
"Megastictus margaritatus","Thamnophilidae","Passeriformes",20.4,12.2,5.2,5.2,19.9,68.7,59.7,9.5,46.7,13.7,20.2,"Forest",1,1,"Carnivore","Invertivore","In",-11.16,6.36,-3.45,-68.12,1933727.21
"Rhipidura leucothorax","Rhipiduridae","Passeriformes",18.2,8.6,4.1,5.3,20.7,81.5,70.9,10.6,89.2,13,17.6,"Shrubland",2,1,"Carnivore","Invertivore","In",-10.7,-0.34,-4.98,140.99,565343.93
"Hemitriccus griseipectus","Tyrannidae","Passeriformes",12.8,7.7,3.3,4.1,14.8,47.5,42.7,5.4,41.6,11.4,9,"Forest",1,1,"Carnivore","Invertivore","In",-17.93,-1.12,-8.03,-61.43,2659877.65
"Numenius madagascariensis","Scolopacidae","Charadriiformes",184.2,149.2,10.5,9.5,93.2,305.2,137.2,166.2,114.2,54.7,792,"Wetland",3,3,"Carnivore","Aquatic predator","Tr",40.9,66.2,56.7,135.49,3087214.2
"Heliactin bilophus","Trochilidae","Apodiformes",18.5,12.9,1.7,1.5,4.2,47.8,13.1,34.9,50.2,72.5,4.4,"Woodland",2,1,"Herbivore","Nectarivore","Ar",-23.73,3.45,-13.55,-49.44,3879596.58
"Pachycephala homeyeri","Pachycephalidae","Passeriformes",17.6,10.2,5.3,4.7,20.7,81.7,70.6,11.1,64.9,13.5,25.8,"Forest",1,1,"Carnivore","Invertivore","In",4.11,12.7,8.35,124.3,125156.59
"Grallaricula lineifrons","Formicariidae","Passeriformes",14,8,4.4,4.8,28.1,75.7,67.7,8.3,40.4,10.9,21.1,"Forest",1,1,"Carnivore","Invertivore","In",-3.72,4.42,0.88,-77.22,14344.41
"Bombycilla japonica","Bombycillidae","Passeriformes",15.8,7,5.5,4.6,17.3,107.2,63.2,44,54,41.1,42.3,"Forest",1,2,"Omnivore","Frugivore","In",48.87,56.08,52.34,131.42,869392.31
"Conirostrum rufum","Thraupidae","Passeriformes",13.3,7.4,3.3,2.7,18.8,63.1,52.6,10.6,54.4,16.7,11,"Shrubland",2,1,"Carnivore","Invertivore","In",4.17,11.04,6.41,-73.23,39407.06
"Upupa epops","Upupidae","Bucerotiformes",56.5,47.1,6.5,5.7,21.2,143.8,113.9,29.9,100.8,20.8,66.9,"Grassland",3,3,"Carnivore","Invertivore","Tr",-34.84,60.04,28.97,61.74,47411719.4
"Ptilinopus purpuratus","Columbidae","Columbiformes",17.8,8.1,4.3,4.3,25.7,141.5,99.2,40.9,77.9,29.2,97.6,"Forest",2,1,"Herbivore","Frugivore","In",-17.88,-16.41,-17.43,-149.92,1576.39
"Parus lugubris","Paridae","Passeriformes",12.8,8.6,5.3,5.1,19.4,74.6,63.4,11.4,64.4,15.3,15.8,"Woodland",2,1,"Carnivore","Invertivore","In",28.44,47.32,39.43,33.54,1358655.89
"Dendropicos gabonensis","Picidae","Piciformes",17.1,14,5.2,5,14.3,79.2,61.8,17.4,36.5,22,25.9,"Forest",2,1,"Carnivore","Invertivore","In",-6.2,6.82,-0.07,17.14,1688352.48
"Glareola nuchalis","Glareolidae","Charadriiformes",14.1,7,4.4,4.1,19.6,143.2,62.9,79.4,57.6,55.8,62.7,"Rock",3,2,"Carnivore","Invertivore","Ar",-21.15,18.38,-2.52,19.28,6244433.49
"Treron apicauda","Columbidae","Columbiformes",21,10.5,6.9,5.4,23.8,163.6,105.7,57.6,172.3,35.3,217.2,"Forest",2,1,"Herbivore","Frugivore","In",13.33,30.7,23.37,98,1630253.65
"Prinia bairdii","Cisticolidae","Passeriformes",16.1,8.5,3.4,3.4,21.4,53.8,49.3,4.4,64.7,8.1,13.4,"Forest",1,1,"Carnivore","Invertivore","In",-9.42,7.2,0.96,17.69,1110524.41
"Ceyx melanurus","Alcedinidae","Coraciiformes",35.7,29.2,8,7.7,9.9,57.3,45.8,11.5,19.9,20.1,22.8,"Forest",1,1,"Carnivore","Omnivore","In",5.56,18.65,12.03,123.18,222845.22
"Todiramphus recurvirostris","Alcedinidae","Coraciiformes",33.9,27.6,8.5,11.7,13.6,80,60.5,19.5,54,24.4,53,"Woodland",2,1,"Carnivore","Invertivore","In",-14.06,-13.43,-13.74,-172.17,2877.15
"Prinia gracilis","Cisticolidae","Passeriformes",11.9,6.4,2.2,2.1,16.9,45,40.3,4.7,59.4,10.4,7.1,"Shrubland",2,1,"Carnivore","Invertivore","In",1.95,38.12,25.89,59.97,4034571.26
"Porphyrio hochstetteri","Rallidae","Gruiformes",71.2,42.7,39.3,15.2,95.8,232.5,202,30.5,107,13.3,2462.2,"Grassland",3,1,"Herbivore","Omnivore","Tr",-45.51,-36.59,-45.22,167.7,670.74
"Merops nubicus","Meropidae","Coraciiformes",38.8,28.2,8.3,6.7,13.7,145.2,86,57.5,163.5,40.1,42.4,"Grassland",2,2,"Carnivore","Invertivore","In",-0.03,18.06,10.72,18.63,6717055.8
"Francolinus nahani","Phasianidae","Galliformes",16.9,9.7,6.3,5.4,34.2,134,103.7,30.3,71,22.6,310,"Forest",1,1,"Herbivore","Omnivore","Tr",0.39,1.94,1.24,31.2,1711.18
"Passer hemileucus","Passeridae","Passeriformes",14.4,10.2,7.4,5.4,17,69.5,57,12.5,55.5,17.9,30.2,NA,2,1,"Herbivore","Granivore","Tr",12.16,12.25,12.2,52.23,131.54
"Grallaria carrikeri","Formicariidae","Passeriformes",25.4,15.9,10.4,7.4,59.2,107.2,100.1,7.6,63.5,7.1,109.1,"Forest",1,1,"Carnivore","Invertivore","Tr",-9.34,-5.26,-7.18,-77.3,29971.08
"Myrmecocichla cinnamomeiventris","Muscicapidae","Passeriformes",22.3,12.4,4.9,4.4,29.8,111.6,94.7,16.5,91,14.8,39.8,"Rock",2,1,"Herbivore","Frugivore","In",-34.12,16.99,-5.63,29.87,2978092.64
"Bycanistes cylindricus","Bucerotidae","Bucerotiformes",144.7,108.8,85.6,33.8,52.6,319.8,264,55.8,258.2,17.4,921,"Forest",1,1,"Herbivore","Frugivore","In",4.35,9.32,6.96,-5.98,477009.11
"Threskiornis aethiopicus","Threskiornithidae","Pelecaniformes",160.4,135.1,24.7,16,106.7,364.2,233.4,133.6,148,36.5,1493.2,"Wetland",3,1,"Carnivore","Aquatic predator","Tr",-34.84,31.59,-2.23,23.59,17650108.45
"Vermivora pinus","Parulidae","Passeriformes",13,8.5,3.3,3,16.3,58.3,42.6,14.3,42.5,25.2,8.9,"Shrubland",1,3,"Carnivore","Invertivore","In",33.31,44.73,39.65,-83.95,1491745.35
"Cistothorus meridae","Troglodytidae","Passeriformes",15,7.9,3.2,2.5,19.4,48.4,42.7,5.7,36.1,11.7,9.7,"Grassland",2,1,"Carnivore","Invertivore","In",7.99,9.28,8.67,-71.14,4041.71
"Tolmomyias poliocephalus","Tyrannidae","Passeriformes",12.7,7,3.8,5.1,16.1,53.9,45.1,7.9,46.1,14.8,10.8,"Forest",1,1,"Carnivore","Invertivore","In",-21.23,8.63,-3.35,-62.46,6112774.74
"Otus spilocephalus","Strigidae","Strigiformes",17.9,9.6,9.2,5.1,28.4,140.4,105,35.8,76.8,25.4,67.5,"Forest",1,1,"Carnivore","Invertivore","In",-5.95,34.23,20.4,102.24,3350281.15
"Dicaeum pygmaeum","Dicaeidae","Passeriformes",10.3,6.2,2.8,2.5,11.4,44.3,36.4,7.3,23.2,16.6,5,"Forest",1,1,"Herbivore","Frugivore","In",5.56,19.4,11.84,122.9,269443.51
"Monarcha browni","Monarchidae","Passeriformes",18.6,10.1,5.3,5.9,21.4,84.3,70.8,13.6,71.5,16.1,16.4,"Forest",NA,1,"Carnivore","Invertivore","In",-8.83,-7.57,-8.26,157.39,4635.15
"Trichocichla rufa","Sylviidae","Passeriformes",19.1,9.8,3.9,4.2,30.1,73.8,66,7.8,77.5,10.6,24,"Forest",1,1,"Carnivore","Invertivore","Tr",-18.28,-17.35,-17.87,178,8590.66
"Paradisaea apoda","Paradisaeidae","Passeriformes",39.9,31,12.8,10.4,49.9,212.8,179.8,31.5,146.5,15,172,"Forest",1,1,"Omnivore","Frugivore","In",-8.87,-4.15,-6.12,140.17,99261.9
"Anthornis melanura","Meliphagidae","Passeriformes",20.1,9,3.9,3,25.9,86.4,72.6,17.2,80.3,19.1,26.9,"Forest",1,1,"Herbivore","Nectarivore","In",-50.93,-34.13,-41.93,172.67,212871.76
"Scytalopus femoralis","Rhinocryptidae","Passeriformes",15.5,7.8,3.9,3.5,26.1,61.4,56,4.9,52.1,8.2,23.2,"Forest",1,1,"Carnivore","Invertivore","Tr",-12.23,-5.21,-8.36,-76.69,83386.49
"Oriolus flavocinctus","Oriolidae","Passeriformes",34.4,21.6,9.7,8.9,27.1,143,110.5,33,104,23,109,"Forest",1,1,"Herbivore","Frugivore","In",-19.76,-5.33,-14.45,136.19,535100.57
"Hypsipetes crassirostris","Pycnonotidae","Passeriformes",29.7,16.9,8.5,6.2,26.7,135,104.7,29.8,109.2,22.2,79.5,"Woodland",2,1,"Omnivore","Omnivore","In",-4.8,-4.2,-4.56,55.52,244.59
"Ixos everetti","Pycnonotidae","Passeriformes",27.5,17,7.1,5.5,20,111.6,93.2,16,97.4,14.7,58.3,"Forest",1,1,"Herbivore","Frugivore","In",4.64,12.59,8.94,124.62,84575.58
"Camaroptera chloronota","Cisticolidae","Passeriformes",14.5,8.6,2.9,3.3,21.7,52,47.7,3.8,27.8,7.2,11.4,"Forest",1,1,"Carnivore","Invertivore","In",-5.66,9.86,2.25,12.85,2907985.24
"Picumnus cinnamomeus","Picidae","Piciformes",12.3,10.4,4.6,3.2,13.9,55.6,47.4,8.2,27.2,14.8,11.3,"Woodland",2,1,"Carnivore","Invertivore","In",7.63,12.46,9.95,-73.56,130928.2
"Dicaeum aeruginosum","Dicaeidae","Passeriformes",10,5.9,5.1,3.9,15.5,63,49.2,13.8,31.2,21.8,9.3,"Forest",2,1,"Herbivore","Frugivore","In",5.56,18.65,11.88,122.74,240587.73
"Oriolus sagittatus","Oriolidae","Passeriformes",33.8,20.3,9.6,8.5,25.7,145.1,102.8,41.2,100.5,28.6,95.2,"Woodland",2,2,"Herbivore","Omnivore","In",-39.14,-7.72,-24.55,141.93,3411405.87
"Hylophilus olivaceus","Vireonidae","Passeriformes",14.3,7.8,4,3.2,18.6,58,49.3,8.7,51,15,12,"Forest",2,1,"Carnivore","Invertivore","In",-11.28,0.24,-5.87,-77.28,86246
"Turdoides rufescens","Timaliidae","Passeriformes",22.9,12.5,7.4,4.7,32.7,96.6,88.5,7.2,115.2,7.6,64.5,"Forest",2,1,"Carnivore","Invertivore","In",5.92,7.57,6.64,80.44,12170.71
"Leucosarcia melanoleuca","Columbidae","Columbiformes",28.8,12.3,4.6,4.6,41.2,197,133.3,63.7,133,32.3,428.6,"Forest",2,1,"Herbivore","Omnivore","Tr",-39.14,-20.06,-30.44,150.08,503204.11
"Xenodacnis parina","Thraupidae","Passeriformes",13.1,4.9,3.4,2.7,20.9,60.2,50.6,9.7,52.8,16,11.5,"Forest",2,1,"Omnivore","Invertivore","In",-16.65,-2.56,-11.98,-74.53,76334.26
"Xenopipo uniformis","Pipridae","Passeriformes",14.5,7.2,4.2,4.8,16.1,78,61.9,16.1,53,20.7,17.9,"Forest",1,1,"Herbivore","Frugivore","In",3.28,6.83,5.28,-63.19,70300.47
